90        |rabies, unspecified formulation|rabies vaccine, unspecified formulation|This CVX code allows reporting of a vaccination when formulation is unknown (for example, when recording a rabies vaccination when noted on a vaccination card)|Inactive|False|2010/09/30
72        |rheumatic fever|rheumatic fever vaccine||Never Active|False|2020/09/09
73        |Rift Valley fever|Rift Valley fever vaccine||Never Active|False|2020/09/09
34        |RIG|rabies immune globulin||Active|True|2020/09/04
119       |rotavirus, monovalent|rotavirus, live, monovalent vaccine||Active|False|2010/05/28
122       |rotavirus, unspecified formulation|rotavirus vaccine, unspecified formulation||Inactive|False|2010/09/30
116       |rotavirus, pentavalent|rotavirus, live, pentavalent vaccine||Active|False|2010/05/28
74        |rotavirus, tetravalent|rotavirus, live, tetravalent vaccine||Inactive|False|2010/05/28
71        |RSV-IGIV|respiratory syncytial virus immune globulin, intravenous|No active NDCs or CPT codes associated to this CVX|Inactive|True|2023/07/19
93        |RSV-MAb|respiratory syncytial virus monoclonal antibody (palivizumab), intramuscular||Active|True|2020/09/04
06        |rubella|rubella virus vaccine||Inactive|False|2015/06/18
38        |rubella/mumps|rubella and mumps virus vaccine||Inactive|False|2010/05/28
76        |Staphylococcus bacterio lysate|Staphylococcus bacteriophage lysate||Inactive|True|2023/03/09
113       |Td (adult), 5 Lf tetanus toxoid, preservative free, adsorbed|tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use (5 Lf of tetanus toxoid and 2 Lf of diphtheria toxoid)||Active|False|2024/01/25
09        |Td (adult), 2 Lf tetanus toxoid, preservative free, adsorbed|tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use (2 Lf of tetanus toxoid and 2 Lf of diphtheria toxoid)||Active|False|2017/10/27
115       |Tdap|tetanus toxoid, reduced diphtheria toxoid, and acellular pertussis vaccine, adsorbed||Active|False|2010/05/28
35        |tetanus toxoid, adsorbed|tetanus toxoid, adsorbed||Inactive|False|2015/08/14
112       |tetanus toxoid, unspecified formulation|tetanus toxoid, unspecified formulation||Inactive|False|2010/09/30
77        |Tick-borne encephalitis vaccine (non-US)|Tick-borne encephalitis vaccine (non-US)|Non-US vaccine|Non-US|False|2022/03/04
13        |TIG|tetanus immune globulin||Active|True|2020/09/04
95        |TST-OT tine test|tuberculin skin test; old tuberculin, multipuncture device|TB Skin test is not vaccine.|Inactive|True|2023/03/09
96        |TST-PPD intradermal|tuberculin skin test; purified protein derivative solution, intradermal|TB Skin test is not vaccine.|Inactive|True|2023/03/09
97        |TST-PPD tine test|tuberculin skin test; purified protein derivative, multipuncture device|TB Skin test is not vaccine.|Inactive|True|2023/03/09
98        |TST, unspecified formulation|tuberculin skin test; unspecified formulation|TB Skin test is not vaccine.|Inactive|True|2023/03/09
78        |tularemia vaccine|tularemia vaccine||Inactive|False|2010/05/28
91        |typhoid, unspecified formulation|typhoid vaccine, unspecified formulation|This CVX code allows reporting of a vaccination when formulation is unknown (for example, when recording a typhoid vaccination when noted on a vaccination card)|Inactive|False|2010/09/30
25        |typhoid, oral|typhoid vaccine, live, oral||Active|False|2010/05/28
41        |typhoid, parenteral|typhoid vaccine, parenteral, other than acetone-killed, dried||Inactive|False|2015/08/13
53        |typhoid, parenteral, AKD (U.S. military)|typhoid vaccine, parenteral, acetone-killed, dried (U.S. military)||Inactive|False|2015/06/18
101       |typhoid, ViCPs|typhoid Vi capsular polysaccharide vaccine||Active|False|2010/05/28
75        |vaccinia (smallpox)|vaccinia (smallpox) vaccine||Active|False|2010/05/28
105       |vaccinia (smallpox) diluted|vaccinia (smallpox) vaccine, diluted||Inactive|False|2010/05/28
79        |vaccinia immune globulin|vaccinia immune globulin||Active|True|2020/09/04
21        |varicella|varicella virus vaccine||Active|False|2010/05/28
81        |VEE, inactivated|Venezuelan equine encephalitis, inactivated||Inactive|False|2010/05/28
80        |VEE, live|Venezuelan equine encephalitis, live, attenuated||Inactive|False|2010/05/28
92        |VEE, unspecified formulation|Venezuelan equine encephalitis vaccine, unspecified formulation|This CVX code allows reporting of a vaccination when formulation is unknown (for example, when recording a VEE vaccination when noted on a vaccination card)|Inactive|False|2010/09/30
36        |VZIG|varicella zoster immune globulin||Active|True|2020/09/04
117       |VZIG (IND)|varicella zoster immune globulin (Investigational New Drug)||Never Active|True|2020/09/09
37        |yellow fever live|yellow fever vaccine live|This is the YF vaccine that has been available in the US for years. It is stabilized with sorbitol and gelatin.|Active|False|2024/03/07
121       |zoster live|zoster vaccine, live||Active|False|2010/05/28
998       |no vaccine administered|no vaccine administered|Code 998 was added for use in VXU HL7 messages where the OBX segment is nested with the RXA segment, but the message does not contain information about a vaccine administration. An example of this use is to report the vaccines due next for a patient when no vaccine administration is being reported.|Inactive|True|2023/03/09
999       |unknown|unknown vaccine or immune globulin|This CVX code has little utility and should rarely be used.|Inactive|True|2020/10/27
99        |RESERVED - do not use|RESERVED - do not use|Code 99 will not be used in this table to avoid confusion with code 999.|Inactive|True|2020/09/09
133       |Pneumococcal conjugate PCV 13|pneumococcal conjugate vaccine, 13 valent||Active|False|2010/05/28
134       |Japanese Encephalitis IM|Japanese Encephalitis vaccine for intramuscular administration||Active|False|2010/05/28
137       |HPV, unspecified formulation|HPV, unspecified formulation|This CVX code allows reporting of a vaccination when formulation is unknown (for example, when recording a HPV vaccination when noted on a vaccination card)|Inactive|False|2010/09/30
136       |Meningococcal MCV4O|meningococcal oligosaccharide (groups A, C, Y and W-135) diphtheria toxoid conjugate vaccine (MCV4O)||Active|False|2010/05/28
135       |Influenza, high-dose, trivalent, PF|Influenza, high-dose, split virus, trivalent, injectable, preservative free|Trivalent code reactivated for 2024/2025 season|Active|False|2024/05/02
131       |typhus, historical|Historical record of a typhus vaccination||Inactive|False|2010/05/28
132       |DTaP-IPV-HIB-HEP B, historical|Historical diphtheria and tetanus toxoids and acellular pertussis, poliovirus, Haemophilus b conjugate and hepatitis B (recombinant) vaccine.|This is not the same as CVX 146, Hexavalent vaccine.|Inactive|False|2018/05/10
128       |Novel Influenza-H1N1-09, all formulations|Novel influenza-H1N1-09, all formulations|This code is used whenever the actual formulation is not determined or when aggregating all Novel H1N1 Influenza-09 immunizations for reporting to CRA. It should not be used for seasonal influenza vaccine that is not otherwise specified. (NOS)|Inactive|False|2010/08/28
125       |Novel Influenza-H1N1-09, nasal|Novel Influenza-H1N1-09, live virus for nasal administration||Inactive|False|2010/08/28
126       |Novel influenza-H1N1-09, preservative-free|Novel influenza-H1N1-09, preservative-free, injectable||Inactive|False|2010/08/28
127       |Novel influenza-H1N1-09|Novel influenza-H1N1-09, injectable||Inactive|False|2010/08/28
138       |Td (adult)|tetanus and diphtheria toxoids, not adsorbed, for adult use|Note that this Td is not adsorbed.|Inactive|False|2010/09/30
139       |Td(adult) unspecified formulation|Td(adult) unspecified formulation|This CVX code allows reporting of a historic vaccination when the formulation is unknown (for example, when recording a Td vaccination when noted on a vaccination card)|Inactive|False|2019/08/27
140       |Influenza, split virus, trivalent, PF|Influenza, split virus, trivalent, injectable, preservative free|Trivalent code reactivated for 2024/2025 season|Active|False|2024/05/02
129       |Japanese Encephalitis, unspecified formulation|Japanese Encephalitis vaccine, unspecified formulation|This CVX code allows reporting of a vaccination when formulation is unknown (for example, when recording a JE vaccination when noted on a vaccination card)|Inactive|False|2010/09/30
141       |Influenza, split virus, trivalent, preservative|Influenza, split virus, trivalent, injectable, contains preservative|Trivalent code reactivated for 2024/2025 season|Active|False|2024/05/02
142       |tetanus toxoid, not adsorbed|tetanus toxoid, not adsorbed||Inactive|False|2015/08/14
143       |Adenovirus types 4 and 7|Adenovirus, type 4 and type 7, live, oral|This vaccine is administered as 2 tablets.|Active|False|2011/03/20
144       |influenza, seasonal, intradermal, preservative free|seasonal influenza, intradermal, preservative free|IIV3. No US product available since 2014/2015 flu season|Inactive|False|2022/12/15
145       |RSV-MAb (new)|respiratory syncytial virus monoclonal antibody (motavizumab), intramuscular||Never Active|True|2020/09/09
146       |DTaP,IPV,Hib,HepB|Diphtheria and Tetanus Toxoids and Acellular Pertussis Adsorbed, Inactivated Poliovirus, Haemophilus b Conjugate (Meningococcal Protein Conjugate), and Hepatitis B (Recombinant) Vaccine.|This vaccine is different from CVX 132. Code may be used to document non-US vaccines (e.g. Hexamin) of the same component formulation|Active|False|2022/08/10
147       |meningococcal MCV4, unspecified formulation|Meningococcal, MCV4, unspecified conjugate formulation(groups A, C, Y and W-135)|This CVX should only be used for historical doses of meningococcal conjugate vaccine where the formulation is unknown (oligosaccharide vs polysaccharide). It is not the same as CVX 108, Meningococcal, unspecified formulation. This CVX is for unspecified Meningococcal conjugate vaccines.|Inactive|False|2012/02/08
148       |Meningococcal C/Y-HIB PRP|Meningococcal Groups C and Y and Haemophilus b Tetanus Toxoid Conjugate Vaccine||Inactive|False|2018/05/11
149       |Influenza, live, quadrivalent, intranasal|Influenza, live, quadrivalent, intranasal|Quadrivalent code starting 2013/2014 season|Active|False|2024/05/15
150       |Influenza, split virus, quadrivalent, PF|Influenza, split virus, quadrivalent, injectable, preservative free|Quadrivalent code starting 2013/2014 season|Active|False|2024/05/15
151       |influenza nasal, unspecified formulation|influenza nasal, unspecified formulation|This CVX should only be used for historical records where the formulation of nasal flu vaccine is not known.|Inactive|False|2013/01/28
152       |Pneumococcal Conjugate, unspecified formulation|Pneumococcal Conjugate, unspecified formulation|This CVX should only be used for historical records where the formulation of pneumococcal conjugate vaccine is not known.|Inactive|False|2013/01/28
153       |Influenza, MDCK, trivalent, PF|Influenza, Madin Darby Canine Kidney, subunit, trivalent, injectable, preservative free|Trivalent code reactivated for 2024/2025 season|Active|False|2024/05/06
154       |Hep A, IG|Hepatitis A immune globulin|Do not use this code. This product may be used for Hep A and other viral infections. The correct vaccine / CVX is 86 (IG).|Never Active|True|2020/09/09
155       |Influenza, recombinant, trivalent, PF|Influenza, recombinant, trivalent, injectable, preservative free|Trivalent code reactivated for 2024/2025 season|Active|False|2024/05/06
156       |Rho(D)-IG|Rho(D) Immune globulin- IV or IM|This immune globulin may be administered either IM or IV.|Active|True|2020/09/04
157       |Rho(D) -IG IM|Rho(D) Immune globulin - IM|This immune globulin may be administered IM only.|Active|True|2020/09/04
158       |Influenza, split virus, quadrivalent, preservative|Influenza, split virus, quadrivalent, injectable, contains preservative|Quadrivalent code starting 2013/2014 season|Active|False|2024/05/15
159       |Rho(D) - Unspecified formulation|Rho(D) Unspecified formulation||Inactive|True|2023/03/09
160       |Influenza A monovalent (H5N1), ADJUVANTED-2013|Influenza A monovalent (H5N1), adjuvanted, National stockpile 2013|Approved by FDA 2013, adjuvant is mixed at point of administration.|Active|False|2014/05/27
801       |AS03 Adjuvant|AS03 Adjuvant|This is the adjuvant that is packaged with H5N1 vaccine, adjuvanted|Active|True|2020/10/27
161       |Influenza, injectable,quadrivalent, preservative free, pediatric|Influenza, injectable,quadrivalent, preservative free, pediatric||Active|False|2024/07/29
162       |meningococcal B, recombinant|meningococcal B vaccine, fully recombinant||Active|False|2014/11/03
163       |meningococcal B, OMV|meningococcal B vaccine, recombinant, OMV, adjuvanted||Active|False|2015/02/02
164       |meningococcal B, unspecified|meningococcal B, unspecified formulation||Inactive|False|2014/11/03
165       |HPV9|Human Papillomavirus 9-valent vaccine||Active|False|2014/12/11
166       |influenza, intradermal, quadrivalent, preservative free|influenza, intradermal, quadrivalent, preservative free, injectable|No US product available since 2017/2018 flu season|Inactive|False|2022/12/15
167       |meningococcal, unknown serogroups|meningococcal vaccine of unknown formulation and unknown serogroups|This CVX is intended for use when any one of the meningococcal vaccines is recorded and there is no information about which serogroups are protected against. This code should not be used when a newly administered immunization is recorded.|Inactive|False|2015/12/01
168       |Influenza, adjuvanted, trivalent, PF|Influenza, adjuvanted, inactivated, trivalent, injectable, preservative free|Trivalent code reactivated for 2024/2025 season|Active|False|2024/05/06
169       |Hep A, live attenuated|Hep A, live attenuated-IM|This vaccine is not available in the US.|Non-US|False|2016/05/10
170       |DTAP/IPV/HIB - non-US|non-US diphtheria, tetanus toxoids and acellular pertussis vaccine, Haemophilus influenzae type b conjugate, and poliovirus vaccine, inactivated (DTaP-Hib-IPV)|This CVX was split off from CVX 102, to correctly identify the contents of the vaccine.|Non-US|False|2016/05/20
171       |Influenza, MDCK, quadrivalent, PF|Influenza, Madin Darby Canine Kidney, subunit, quadrivalent, injectable, preservative free|Quadrivalent code starting 2016/2017 season|Active|False|2024/05/15
172       |cholera, WC-rBS|cholera, WC-rBS||Non-US|False|2016/06/17
173       |cholera, BivWC|cholera, BivWC||Non-US|False|2016/06/17
174       |cholera, live attenuated|cholera, live attenuated||Active|False|2016/06/17
175       |Rabies - IM Diploid cell culture|Human Rabies vaccine from human diploid cell culture||Active|False|2016/10/18
176       |Rabies - IM fibroblast culture|Human rabies vaccine from Chicken fibroblast culture||Active|False|2016/10/18
177       |PCV10|pneumococcal conjugate vaccine, 10 valent|This is a foreign vaccine|Non-US|False|2016/12/19
178       |OPV bivalent|Non-US bivalent oral polio vaccine (types 1 and 3)|This is a non-US vaccine that may be seen in some immunization histories.|Non-US|False|2017/01/17
179       |OPV ,monovalent, unspecified|Non-US monovalent oral polio vaccine, unspecified formulation|This is a non-US vaccine that may be seen in some immunization histories. It is composed of either Type 1, Type 2 or Type 3 oral polio vaccine.|Non-US|False|2017/01/17
180       |tetanus immune globulin|tetanus immune globulin|This record duplicates CVX 13 (TIG). Do not use CVX 180.|Inactive|True|2020/09/09
181       |anthrax immune globulin|anthrax immune globulin||Active|True|2020/09/04
182       |OPV, Unspecified|Oral Polio Vaccine, Unspecified formulation|This code represents an oral polio vaccine where the specific formulation is unknown.|Inactive|False|2017/01/17
183       |Yellow fever vaccine live - alt|Yellow fever vaccine live - alternative formulation for vaccine shortage|This CVX is associated to an FDA unapproved drug to be used when there is a drug shortage. Stabilized with sorbitol and lactose and has been used outside the US for some time.|Active|False|2024/03/07
184       |Yellow fever, unspecified|Yellow fever vaccine, unspecified formulation||Inactive|False|2024/03/07
185       |Influenza, recombinant, quadrivalent, PF|Influenza, recombinant, quadrivalent, injectable, preservative free|Quadrivalent code starting 2017/2018 season|Active|False|2024/05/15
186       |Influenza, MDCK, quadrivalent, preservative|Influenza, Madin Darby Canine Kidney, subunit, quadrivalent, injectable, contains preservative|Quadrivalent code starting 2017/2018 season|Active|False|2024/05/15
187       |zoster recombinant|zoster vaccine recombinant||Active|False|2017/10/27
188       |zoster, unspecified formulation|zoster vaccine, unspecified formulation|This CVX code allows reporting of a vaccination when formulation is unknown (for example, when recording a zoster vaccination when noted on a vaccination card)|Inactive|False|2017/10/27
189       |HepB-CpG|Hepatitis B vaccine (recombinant), CpG adjuvanted||Active|False|2018/05/10
190       |Typhoid conjugate vaccine (TCV)|Typhoid conjugate vaccine (non-US)||Non-US|False|2023/01/17
191       |meningococcal A polysaccharide (non-US)|meningococcal A polysaccharide vaccine (non-US)||Non-US|False|2018/05/10
192       |meningococcal AC polysaccharide (non-US)|meningococcal AC polysaccharide vaccine (non-US)||Non-US|False|2018/05/10
193       |Hep A-Hep B, pediatric/adolescent|hepatitis A and hepatitis B vaccine, pediatric/adolescent (non-US)|e.g. Twinrix Junior available in Canada|Non-US|False|2018/08/21
194       |Influenza, Southern Hemisphere|influenza, Southern Hemisphere, unspecified formulation|This CVX code should be used to record administration of Southern Hemisphere influenza vaccine where formulation is unknown|Inactive|False|2020/07/16
195       |DT, IPV adsorbed|Diphtheria, Tetanus, Poliomyelitis adsorbed|This code should be used to document non-US vaccines for DT,IPV such as Revaxis|Non-US|False|2023/01/17
196       |Td, adsorbed, preservative free, adult use, Lf unspecified|tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use, Lf unspecified|Used when Td Lf specification is unknown|Active|False|2019/08/15
197       |Influenza, high-dose, quadrivalent, PF|Influenza, high-dose, split virus, quadrivalent, injectable, preservative free|Quadrivalent code starting season 2020/2021|Active|False|2024/05/15
200       |influenza, Southern Hemisphere, pediatric, preservative free|influenza, seasonal, Southern Hemisphere, quadrivalent, pediatric 0.25mL dose, preservative free|Pediatric dose for ages 6-35 months|Active|False|2023/01/17
201       |influenza, Southern Hemisphere, preservative free|influenza, seasonal, Southern Hemisphere, quadrivalent, 0.5mL dose, no preservative|Represents single dose vial|Active|False|2023/01/17
202       |influenza, Southern Hemisphere, quadrivalent, with preservative|influenza, seasonal, Southern Hemisphere, quadrivalent, 0.5mL dose, with preservative|Represents multi-dose vial|Active|False|2023/01/17
198       |DTP-hepB-Hib Pentavalent Non-US|Diphtheria, pertussis, tetanus, hepatitis B, Haemophilus Influenza Type b, (Pentavalent)|This represents the non-US pentavalent vaccine.  Should be used for historic documentation in US|Non-US|False|2023/01/17
203       |meningococcal conjugate quadrivalent, MenACWY-TT (MCV4)|meningococcal polysaccharide (groups A, C, Y, W-135) tetanus toxoid conjugate vaccine 0.5mL dose, preservative free||Active|False|2023/01/26
205       |Influenza, adjuvanted, quadrivalent, PF|Influenza, adjuvanted, inactivated, quadrivalent, injectable, preservative free|Quadrivalent code starting 2020/2021 season|Active|False|2024/05/15
206       |Vaccinia, smallpox Mpox vaccine live, PF, SQ or ID injection|Vaccinia, smallpox monkeypox vaccine, live attenuated, preservative free, subcutaneous or intradermal injection|Associated to FDA US Licensed product JYNNEOS, non-US tradenames IMVANEX, IMVAMUNE. Review CDC & FDA guidance for updates regarding administration|Active|False|2023/02/14
207       |COVID-19, mRNA, LNP-S, PF, 100 mcg/0.5mL dose or 50 mcg/0.25mL dose|SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, preservative free, 100 mcg/0.5mL dose or 50 mcg/0.25mL dose|Original monovalent Moderna adult vaccine. FDA rescinded all doses for US use 4/18/2023. Continue to used to record historic US Moderna vaccines and those administered in non-US locations (includes tradename Spikevax)|Inactive|False|2023/10/24
